"Country_Region" "X2021.01.01" "X2021.01.02" "X2021.01.03" "X2021.01.04" "X2021.01.05" "X2021.01.06" "X2021.01.07" "X2021.01.08" "X2021.01.09" "X2021.01.10" "X2021.01.11" "X2021.01.12" "X2021.01.13" "X2021.01.14" "X2021.01.15" "X2021.01.16" "X2021.01.17" "X2021.01.18" "X2021.01.19" "X2021.01.20" "X2021.01.21" "X2021.01.22" "X2021.01.23" "X2021.01.24" "X2021.01.25" "X2021.01.26" "X2021.01.27" "X2021.01.28" "X2021.01.29" "X2021.01.30" "X2021.01.31" "X2021.02.01" "X2021.02.02" "X2021.02.03" "X2021.02.04" "X2021.02.05" "X2021.02.06" "X2021.02.07" "X2021.02.08" "X2021.02.09" "X2021.02.10" "X2021.02.11" "X2021.02.12" "X2021.02.13" "X2021.02.14" "X2021.02.15" "X2021.02.16" "X2021.02.17" "X2021.02.18" "X2021.02.19" "X2021.02.20" "X2021.02.21" "X2021.02.22" "X2021.02.23" "X2021.02.24" "X2021.02.25" "X2021.02.26" "X2021.02.27" "X2021.02.28" "X2021.03.01" "X2021.03.02" "X2021.03.03" "X2021.03.04" "X2021.03.05" "X2021.03.06" "X2021.03.07" "X2021.03.08" "X2021.03.09" "X2021.03.10" "X2021.03.11" "X2021.03.12" "X2021.03.13" "X2021.03.14" "X2021.03.15" "X2021.03.16" "X2021.03.17" "X2021.03.18" "X2021.03.19" "X2021.03.20" "X2021.03.21" "X2021.03.22" "X2021.03.23" "X2021.03.24" "X2021.03.25" "X2021.03.26" "X2021.03.27" "X2021.03.28" "X2021.03.29" "X2021.03.30" "X2021.03.31" "X2021.04.01" "X2021.04.02" "X2021.04.03" "X2021.04.04" "X2021.04.05" "X2021.04.06" "X2021.04.07" "X2021.04.08" "X2021.04.09" "X2021.04.10" "X2021.04.11" "X2021.04.12" "X2021.04.13" "X2021.04.14" "X2021.04.15" "X2021.04.16" "X2021.04.17" "X2021.04.18" "X2021.04.19" "X2021.04.20" "X2021.04.21" "X2021.04.22" "X2021.04.23" "X2021.04.24" "X2021.04.25" "X2021.04.26" "X2021.04.27" "X2021.04.28" "X2021.04.29" "X2021.04.30" "X2021.05.01" "X2021.05.02" "X2021.05.03" "X2021.05.04" "X2021.05.05" "X2021.05.06" "X2021.05.07" "X2021.05.08" "X2021.05.09" "X2021.05.10" "X2021.05.11" "X2021.05.12" "X2021.05.13" "X2021.05.14" "X2021.05.15" "X2021.05.16" "X2021.05.17" "X2021.05.18" "X2021.05.19" "X2021.05.20" "X2021.05.21" "X2021.05.22" "X2021.05.23" "X2021.05.24" "X2021.05.25" "X2021.05.26" "X2021.05.27" "X2021.05.28" "X2021.05.29" "X2021.05.30" "X2021.05.31" "X2021.06.01" "X2021.06.02" "X2021.06.03" "X2021.06.04" "X2021.06.05" "X2021.06.06" "X2021.06.07" "X2021.06.08" "X2021.06.09" "X2021.06.10" "X2021.06.11" "X2021.06.12" "X2021.06.13" "X2021.06.14" "X2021.06.15" "X2021.06.16" "X2021.06.17" "X2021.06.18" "X2021.06.19" "X2021.06.20" "X2021.06.21" "X2021.06.22" "X2021.06.23" "X2021.06.24" "X2021.06.25" "X2021.06.26" "X2021.06.27" "X2021.06.28" "X2021.06.29" "X2021.06.30" "X2021.07.01" "X2021.07.02" "X2021.07.03" "X2021.07.04" "X2021.07.05" "X2021.07.06" "X2021.07.07" "X2021.07.08" "X2021.07.09" "X2021.07.10" "X2021.07.11" "X2021.07.12" "X2021.07.13" "X2021.07.14" "X2021.07.15" "X2021.07.16" "X2021.07.17" "X2021.07.18" "X2021.07.19" "X2021.07.20" "X2021.07.21" "X2021.07.22" "X2021.07.23" "X2021.07.24" "X2021.07.25" "X2021.07.26" "X2021.07.27" "X2021.07.28" "X2021.07.29" "X2021.07.30" "X2021.07.31" "X2021.08.01" "X2021.08.02" "X2021.08.03" "X2021.08.04" "X2021.08.05" "X2021.08.06" "X2021.08.07" "X2021.08.08" "X2021.08.09" "X2021.08.10" "X2021.08.11" "X2021.08.12" "X2021.08.13" "X2021.08.14" "X2021.08.15" "X2021.08.16" "X2021.08.17" "X2021.08.18" "X2021.08.19" "X2021.08.20" "X2021.08.21" "X2021.08.22" "X2021.08.23" "X2021.08.24" "X2021.08.25" "X2021.08.26" "X2021.08.27" "X2021.08.28" "X2021.08.29" "X2021.08.30" "X2021.08.31" "X2021.09.01" "X2021.09.02" "X2021.09.03" "X2021.09.04" "X2021.09.05" "X2021.09.06" "X2021.09.07" "X2021.09.08" "X2021.09.09" "X2021.09.10" "X2021.09.11" "X2021.09.12" "X2021.09.13" "X2021.09.14" "X2021.09.15" "X2021.09.16" "X2021.09.17" "X2021.09.18" "X2021.09.19" "X2021.09.20" "X2021.09.21" "X2021.09.22" "X2021.09.23" "X2021.09.24" "X2021.09.25" "X2021.09.26" "X2021.09.27" "X2021.09.28" "X2021.09.29" "X2021.09.30" "X2021.10.01" "X2021.10.02" "X2021.10.03" "X2021.10.04" "X2021.10.05" "X2021.10.06" "X2021.10.07" "X2021.10.08" "X2021.10.09" "X2021.10.10" "X2021.10.11" "X2021.10.12" "X2021.10.13" "X2021.10.14" "X2021.10.15" "X2021.10.16" "X2021.10.17" "X2021.10.18" "X2021.10.19" "X2021.10.20" "X2021.10.21" "X2021.10.22" "X2021.10.23" "X2021.10.24" "X2021.10.25" "X2021.10.26" "X2021.10.27" "X2021.10.28" "X2021.10.29" "X2021.10.30" "X2021.10.31" "X2021.11.01" "X2021.11.02" "X2021.11.03" "X2021.11.04" "X2021.11.05" "X2021.11.06" "X2021.11.07" "X2021.11.08" "X2021.11.09" "X2021.11.10" "X2021.11.11" "X2021.11.12" "X2021.11.13" "X2021.11.14" "X2021.11.15" "X2021.11.16" "X2021.11.17" "X2021.11.18" "X2021.11.19" "X2021.11.20" "X2021.11.21"
"170" "Sweden" 0 0 0 0 32369 32369 44905 52092 52092 52092 52092 69487 74824 81404 86107 86107 86107 86107 95886 100588 105573 109787 109787 109787 109787 118910 123093 127178 129578 129578 129578 129578 139227 143537 147295 150683 150683 150683 150683 158795 162865 167198 171032 171032 171032 171032 180490 184723 189643 193787 193787 193787 193787 204720 210091 215086 219930 219930 219930 219930 231734 237913 242751 247582 247582 247582 247582 258596 264513 269813 275148 275148 275148 275148 287910 294691 301158 306893 306893 306893 306893 320956 328605 336311 342639 342639 342639 342639 359066 367507 375812 375812 375812 375812 375812 397614 404428 412250 420022 420022 420022 420022 439127 448006 455101 462759 462759 462759 462759 479451 486961 494697 500964 500964 500964 500964 515875 523141 530299 536225 536225 536225 536225 551175 558216 564742 570413 570413 570413 570413 584225 590555 590555 599747 599747 599747 599747 609764 614383 617794 620962 620962 620962 620962 626996 629728 631094 631094 631094 631094 631094 631094 631094 639614 640683 640683 640683 640683 643354 644519 645350 646077 646077 646077 646077 647257 647257 647257 647257 647257 647257 647257 650635 651139 651517 651517 651517 651517 651517 652364 652611 653174 653501 653501 653501 653501 654351 654704 654929 655161 655161 655161 655161 655830 656197 656544 656908 656908 656908 656908 657900 658379 658962 659420 659420 659420 659420 660775 661416 662035 662661 662661 662661 662661 664521 665450 666314 667159 667159 667159 667159 669442 670678 671733 672768 672768 672768 672768 675579 676899 678187 679205 679205 679205 679205 681979 683249 684760 686034 686034 686034 686034 689434 690538 691752 693146 693146 693146 693146 696070 697781 699156 700638 700638 700638 700638 704294 705391 706594 707603 707603 707603 707603 709589 710500 711262 712028 712028 712028 712028 713794 714648 715507 716276 716276 716276 716276 718155 718869 719704 720443 720443 720443 720443 722181 723086 723885 724554 724554 724554 724554 726216 727023 727815 728617 728617 728617 728617 730892 732151 733043 734133 734133 734133 734133 736894 738046 738890 739715 739715 739715 739715 741813 743139 744153 745092 745092 745092 745092 747714 749008 750228 751356 751356 751356
"171" "Switzerland" 0 0 0 9665 13685 18493 22468 25687 25687 25687 32210 35061 38062 40536 42932 42932 42932 47635 49895 52622 54827 56983 56983 56983 61303 63187 65409 67108 69024 69024 69024 72799 74432 76228 77993 79577 79577 79577 82857 84220 85822 87178 88431 88431 88431 90911 91986 93239 94458 95479 95479 95479 97928 99059 100402 101571 102636 102636 102636 105196 106326 107549 108772 109994 109994 109994 112738 114116 115607 117016 118349 118349 118349 121519 122957 124815 126565 128313 128313 128313 131956 133800 135822 137868 139921 139921 139921 144494 146417 148828 150796 153046 153046 153046 153046 157978 160279 162728 165247 165247 165247 170830 173071 175672 177898 180103 180103 180103 185008 187149 189835 192100 194213 194213 194213 199526 201661 203781 205847 207678 207678 207678 211656 213289 215084 216771 218317 218317 218317 222000 223375 224914 224914 227214 227214 227214 229864 231104 232658 233856 233856 235057 235057 235057 237827 238823 239815 240727 240727 240727 242444 243200 243917 244505 244996 244996 244996 246073 246502 246502 247401 247755 247755 247755 248439 248682 248964 249158 249331 249331 249331 249698 249828 249982 250102 250211 250211 250211 250450 250579 250708 250880 251038 251038 251038 251487 251761 252056 252324 252647 252647 252647 253469 253952 254479 255061 255061 255680 255680 257240 257947 258720 259581 260372 260372 260372 262118 262971 263742 264569 265369 265369 265369 267388 268447 269480 270505 271672 271672 271672 274817 276728 278852 280979 283079 283079 283079 288658 291810 295100 297890 300465 300465 300465 306688 309682 312894 315705 318469 318469 318469 324666 327370 330573 333400 333400 333400 333400 333400 346201 349752 352868 355762 355762 355762 361822 363814 366419 368686 370782 370782 370782 374815 376051 377955 379585 381089 381089 381089 384187 385473 386923 388067 389277 389277 389277 391913 392938 394031 395156 396122 396122 396122 398388 399314 400362 401341 402295 402295 402295 404661 405902 407350 408827 410115 410115 410115 413412 413412 416748 418541 420262 420262 420262 424802 426755 429364 432301 435150 435150 435150 441797 444782 448932 452816 456742 456742 456742 466454 470751 476735 482751 488922 488922 488922
"172" "Syria" 92 182 276 365 456 554 650 745 840 930 1028 1124 1226 1326 1416 1508 1602 1698 1790 1879 1964 2045 2123 2194 2263 2328 2389 2451 2510 2564 2614 2662 2708 2768 2833 2904 2974 3043 3117 3177 3234 3290 3331 3386 3429 3472 3517 3567 3611 3660 3709 3745 3796 3848 3909 3971 4033 4099 4154 4208 4262 4319 4381 4436 4491 4547 4608 4683 4753 4823 4894 4967 5044 5122 5222 5342 5491 5643 5806 5977 6149 6309 6462 6612 6767 6922 7064 7204 7341 7475 7605 7730 7850 7970 8092 8207 8327 8449 8574 8684 8792 8897 9001 9121 9279 9422 9570 9708 9845 9999 10150 10291 10430 10565 10701 10831 10955 11079 11197 11299 11384 11464 11543 11617 11687 11757 11822 11885 11945 12005 12056 12109 12161 12211 12259 12304 12354 12396 12450 12505 12562 12618 12683 12753 12818 12881 12931 12976 13006 13033 13061 13095 13125 13157 13185 13205 13225 13246 13266 13289 13309 13333 13355 13380 13426 13470 13512 13557 13601 13642 13684 13724 13771 13814 13853 13894 13931 13970 14008 14045 14081 14117 14152 14185 14219 14252 14278 14301 14319 14332 14332 14351 14361 14367 14372 14380 14387 14393 14400 14406 14411 14415 14419 14424 14431 14443 14458 14477 14496 14508 14520 14529 14549 14571 14592 14610 14625 14637 14647 14663 14682 14702 14731 14771 14813 14858 14908 14975 15045 15120 15200 15285 15365 15467 15569 15681 15787 15891 16002 16105 16220 16345 16481 16611 16740 16869 16989 17109 17244 17380 17518 17652 17787 17924 18064 18214 18371 18540 18719 18903 19085 19275 19479 19714 19992 20307 20704 21146 21539 21889 22206 22499 22771 23026 23262 23486 23832 24175 24464 24726 25019 25279 25519 25795 26075 26360 26633 26931 27271 27652 28054 28468 28860 29196 29488 29788 30081 30365 30642 30917 31187 31452 31712 31712 32232 32232 32757 32757 32757 32757 32757 33662 34034 34034 34386 34386 34696 34841 34987 35130 35269 35404 35532 35657 35778
"173" "Taiwan*" 3 9 13 16 18 20 23 26 29 29 35 39 43 43 44 52 56 63 69 71 82 82 85 90 90 91 94 96 100 110 112 113 116 118 120 124 125 128 129 134 136 137 138 138 138 138 138 139 141 142 143 143 143 143 147 152 152 155 156 156 156 159 161 161 168 170 177 178 179 179 185 185 186 191 191 191 199 205 206 207 207 208 210 213 214 221 223 224 225 231 237 240 246 248 249 251 251 251 255 257 258 259 263 268 269 271 273 274 277 279 283 287 291 298 301 305 311 317 322 329 333 338 346 354 361 374 379 384 385 400 411 432 457 491 676 883 1218 1461 1734 2026 2340 3063 3523 4118 4657 5292 5962 6516 7007 7361 7712 8043 8590 9175 9647 10157 10499 10692 10895 11169 11423 11701 11947 12122 12307 12442 12610 12785 12972 13097 13206 13281 13358 13461 13590 13666 13746 13835 13895 13949 14005 14054 14112 14192 14231 14262 14289 14329 14350 14386 14419 14450 14474 14503 14529 14547 14579 14591 14609 14630 14654 14679 14712 14736 14759 14772 14783 14800 14820 14838 14863 14875 14889 14903 14922 14943 14954 14966 14976 14983 14991 14999 15015 15021 15037 15044 15053 15063 15081 15092 15098 15107 15117 15127 15133 15139 15140 15148 15155 15161 15184 15192 15196 15202 15207 15213 15214 15220 15236 15248 15257 15263 15270 15275 15289 15294 15299 15304 15316 15324 15330 15342 15348 15353 15360 15369 15377 15382 15390 15399 15406 15417 15424 15435 15445 15451 15456 15463 15468 15472 15484 15488 15495 15506 15510 15514 15522 15526 15537 15538 15538 15544 15548 15550 15558 15565 15569 15577 15581 15589 15595 15600 15607 15613 15618 15622 15629 15631 15638 15639 15643 15646 15652 15657 15666 15676 15680 15688 15697 15699 15704 15707 15717 15721 15730
"174" "Tajikistan" 0 6 9 11 21 30 36 40 41 42 43 44 45 46 46 46 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 66 81 99 112 133 156 180 201 219 240 264 289 310 338 364 396 431 460 494 537 575 609 654 701 743 780 821 862 914 965 1028 1096 1180 1258 1339 1415 1499 1580 1664 1739 1817 1885 1954 2028 2099 2175 2248 2318 2386 2455 2527 2597 2665 2732 2796 2856 2910 2958 3010 3061 3109 3158 3203 3249 3297 3342 3388 3431 3473 3513 3552 3587 3587 3619 3648 3648 3648 3719 3740 3759 3777 3777 3777 3777 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3819 3821 3821 3821 3821 3821 3821 3821 3821 3821 3821 3821 3821 3821 3821 3821 3821 3821 3821 3821 3823 3823 3823 3823 3823 3823 3824 3824 3824 3824 3824 3824
"175" "Tanzania" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 508 508 508 508 508 508 508 508 508 508 508 508 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 858 25337 25337 25337 25337 25448 25448 25448 25448 25448 25448 25448 25525 25525 25525 25525 25525 25525 25525 25525 25525 25525 25525 25525 25525 25606 25606 25645 25645 25645 25645 25645 25645 25645 25645 25687 25687 25687 25687 25687 25687 25687 25687 25687 25687 25687 25699 25699 25718 25718 25718 25718 25718
"176" "Thailand" 216 531 1276 1803 2168 2473 2678 2890 3135 3384 3671 3828 3828 4287 4517 4891 5260 5431 5490 5632 5632 5941 6139 6337 7483 7483 8302 9058 10790 11619 12455 13291 14086 14086 14895 15971 16208 16394 16394 16583 16941 17116 17116 17242 17408 17551 17623 17798 17948 18078 18160 18341 18341 18529 18529 18601 18646 18788 18868 18868 18910 18945 18999 19078 19142 19278 19278 19338 19377 19435 19516 19594 19764 19842 19991 20239 20331 20431 20550 20640 20713 21183 21280 21280 21414 21494 21571 21610 21658 21700 21726 21784 21868 21964 22158 22408 22742 23147 23706 24495 25462 26447 27412 28747 30290 31875 33422 35189 36579 38022 39480 40950 43020 45859 48297 50345 52525 54536 56407 57990 59881 61821 63862 65625 67737 69648 71692 74111 76212 77842 79761 81744 86631 88887 91982 94284 103919 106392 109786 112422 115903 118955 122337 125050 128276 130731 136117 139876 144679 149207 152629 154859 158299 162185 164815 167633 170304 172723 175385 178065 180375 182665 185942 188746 192101 195101 197432 200561 203619 207286 210968 214143 218202 221376 225484 229128 233289 237284 242690 247352 252138 257671 263758 269988 275904 282070 287490 294009 301067 310343 319669 329208 337864 346549 355866 365052 374744 384826 396223 408007 419312 432314 445969 460544 474804 490139 505515 519665 536198 553867 571212 590124 608151 626121 645022 665222 686142 707521 729359 749342 768945 788788 809826 832608 856026 878112 899994 921151 941279 961794 982696 1002547 1023118 1042132 1059623 1076788 1095205 1113706 1132408 1150392 1166928 1182900 1197566 1206791 1227324 1241977 1257919 1273371 1287359 1301180 1315356 1331387 1345790 1360981 1375010 1387593 1399379 1413180 1427074 1441629 1455738 1469314 1482023 1492942 1504194 1517450 1530147 1542122 1554475 1564763 1574252 1584666 1596312 1608066 1619441 1630269 1640199 1650068 1671134 1671134 1682274 1692904 1703721 1713756 1723201 1733265 1744541 1755027 1765675 1776538 1786649 1795771 1804689 1814416 1824226 1833968 1843319 1851994 1859700 1868152 1877810 1886778 1896002 1904861 1913026 1928279 1928279 1944409 1952876 1952876 1960836 1968428 1975332 1982310 1989806 1997111 2004168 2011247 2017590 2023537 2030061 2036962 2043817 2050412 2057418
"177" "Timor-Leste" 0 0 2 5 5 5 5 5 5 5 5 5 7 7 7 8 8 8 8 9 9 9 20 23 23 23 24 24 25 26 26 26 31 33 36 36 36 36 36 42 42 56 56 57 58 58 58 58 59 59 59 59 59 63 65 66 66 67 69 69 69 69 69 75 75 78 85 98 101 115 126 134 152 159 164 172 185 208 227 282 291 307 328 350 408 436 447 468 519 560 599 633 670 670 722 735 735 743 833 903 903 1002 1030 1059 1094 1149 1192 1262 1324 1408 1465 1613 1613 1695 1853 1905 2004 2080 2146 2232 2232 2400 2480 2609 2742 2826 2921 3067 3183 3309 3449 3582 3835 4074 4235 4414 4545 4721 4905 5077 5243 5437 5593 5772 5772 6201 6415 6578 6708 6853 6950 7117 7266 7378 7467 7615 7696 7720 7720 7897 8069 8101 8184 8241 8297 8368 8434 8460 8558 8634 8663 8684 8737 8799 8845 8868 8935 8991 9011 9074 9178 9234 9317 9381 9432 9468 9514 9550 9613 9666 9722 9779 9818 9862 9916 9953 10005 10056 10084 10098 10130 10161 10183 10237 10293 10304 10310 10343 10491 10651 10700 10854 10922 10938 11056 11101 11181 11342 11431 11485 11535 11673 11826 11826 12015 12228 12521 12638 12885 13111 13389 13656 13937 14172 14359 14891 15252 15559 15916 16192 16358 16471 16638 16897 17139 17335 17424 17574 17654 17844 18002 18167 18264 18338 18471 18553 18671 18742 18812 18899 18950 18989 19014 19081 19162 19220 19264 19306 19338 19354 19401 19411 19454 19491 19519 19538 19548 19565 19569 19589 19607 19617 19629 19631 19637 19646 19652 19659 19663 19670 19681 19686 19702 19705 19715 19722 19726 19730 19734 19741 19741 19743 19745 19746 19746 19746 19746 19750 19751 19755 19755 19755 19760 19763 19765 19765 19765 19765 19766 19768 19769 19770 19772 19775 19775
"178" "Togo" 29 50 69 89 137 174 212 261 299 324 345 412 476 532 587 639 669 691 750 826 872 912 1003 1029 1049 1049 1237 1289 1289 1408 1441 1459 1533 1591 1657 1723 1803 1850 1863 1943 1973 2054 2124 2190 2241 2249 2320 2374 2452 2549 2635 2686 2715 2833 2915 3004 3097 3218 3268 3300 3453 3555 3690 3795 3888 3937 3965 4047 4104 4224 4320 4320 4437 4589 4689 4839 4949 5062 5206 5285 5327 5514 5514 5873 6043 6043 6322 6359 6616 6616 7021 7215 7431 7554 7616 7677 7868 8016 8181 8314 8373 8401 8401 8581 8581 8758 8863 8900 8920 8977 9024 9065 9109 9154 9154 9194 9251 9265 9298 9334 9359 9377 9377 9404 9435 9435 9473 9473 9521 9534 9534 9577 9605 9611 9632 9642 9646 9653 9666 9707 9719 9730 9741 9741 9751 9763 9787 9799 9799 9824 9833 9848 9863 9880 9889 9900 9906 9909 9918 9930 9943 9964 9964 9994 9998 10018 10036 10049 10068 10082 10088 10098 10102 10116 10116 10155 10155 10183 10213 10248 10284 10329 10366 10406 10436 10449 10472 10507 10543 10543 10599 10637 10645 10687 10744 10793 10878 10969 11016 11047 11136 11168 11168 11337 11439 11516 11543 11659 11760 11889 11991 12165 12237 12291 12420 12599 12599 12926 13095 13241 13313 13471 13606 13801 13948 13948 14367 14453 14726 14972 14972 15495 15495 15981 16069 16330 16611 16884 17065 17065 17548 17628 17628 17928 18152 18347 18601 18929 18992 19199 19385 19631 19817 19985 19985 20145 20314 20460 20460 20736 20886 20966 21022 21158 21269 21353 21450 21530 21585 21619 21690 21735 21796 21796 21854 21902 21953 21990 22020 22072 22098 22127 22145 22155 22174 22193 22203 22232 22232 22266 22270 22293 22303 22317 22334 22356 22359 22367 22378 22391 22403 22421 22435 22446 22446 22453 22463 22469 22474 22481 22481 22489 22492 22500 22500 22500 22515 22525 22534 22534 22545 22552 22566 22566 22574
"179" "Tonga" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"180" "Trinidad and Tobago" 8 12 18 28 36 46 60 69 94 115 123 136 155 170 193 220 243 249 265 280 300 306 312 323 340 346 359 370 383 392 414 416 428 436 457 457 462 466 466 467 481 482 487 492 492 496 506 513 516 516 526 530 532 536 540 547 554 555 563 566 567 573 577 579 582 586 586 586 593 603 609 619 633 638 640 657 662 671 689 705 711 715 753 774 789 804 827 836 854 876 922 966 986 1028 1042 1064 1085 1126 1173 1232 1254 1291 1361 1446 1528 1528 1656 1790 1814 1985 2066 2233 2233 2337 2526 2646 2797 3020 3348 3674 3922 4163 4321 4556 4955 5246 5570 5972 6205 6304 6652 7267 7664 8229 8749 9105 9399 10000 10519 11077 11785 12294 12867 13117 13729 14311 14837 15470 15851 16488 16759 17164 17576 18122 18651 19042 19260 19649 19929 20383 20656 20956 21272 21573 21832 22159 22456 22806 23033 23363 23469 23617 23832 24057 24279 24625 24919 25048 25193 25378 25643 25879 26003 26163 26278 26405 26655 26770 27091 27252 27427 27615 27672 27896 28086 28278 28529 28764 28867 29048 29204 29476 29734 29915 30215 30404 30513 30621 30864 31097 31407 31661 31780 31889 32012 32195 32427 32427 32954 33083 33211 33424 33739 34057 34378 34526 34716 34805 35083 35277 35432 35689 35812 35883 35995 36194 36388 36600 36849 37146 37331 37456 37697 37807 37911 38150 38337 38564 38674 38863 39133 39403 39585 39845 39980 40058 40213 40503 40775 40993 41250 41373 41373 41676 41961 42292 42538 42672 42799 42905 43079 43309 43559 43753 43934 44093 44237 44455 44663 44929 45113 45330 45578 45697 45849 46066 46242 46539 46737 46964 47117 47255 47473 47731 48053 48287 48531 48648 48863 49010 49396 49681 49971 50179 50269 50563 50956 51291 51431 51825 52154 52508 52813 53325 53834 54369 54772 55117 55520 55934 56715 57252 57743 58335 58739
"181" "Tunisia" 1417 2839 4404 5656 7921 10741 13114 15763 18374 20136 23210 25796 29428 31755 35925 38091 40950 42745 45343 49233 51744 54133 56174 58233 59496 61522 63183 65211 66890 68328 69745 70905 72272 73539 74809 75972 77036 77946 78613 79424 80510 81338 82315 83364 84104 84409 85189 85976 86875 87600 88503 89222 89797 90641 91303 92158 92824 93475 94137 94529 95091 95868 96503 97216 97888 98564 98877 99473 100228 100837 101477 102117 102694 102984 103533 104299 104795 105636 106265 106566 106783 107367 108114 108897 109642 110563 111425 112029 113031 114878 116168 117791 119195 120904 122037 123903 125854 127687 129697 131157 132721 133800 135464 137587 140236 142637 144836 146350 147921 150090 152693 154998 157203 159432 161202 162487 164444 166173 168075 169979 171594 172603 173607 175012 176460 177870 179096 180372 181673 182697 183858 184963 185683 186140 186692 187432 188333 189388 190785 192534 193693 194959 196205 197274 198389 199713 201110 202812 204234 205548 206334 207846 209771 211347 213163 214642 216592 217610 219043 221145 223518 225679 227907 229768 231084 233081 235172 237551 239842 242035 243810 246288 248633 252271 256222 259689 264353 267877 269791 275042 280963 287739 293621 299805 304491 308021 315951 325774 334089 342595 351881 358473 362783 371256 379469 387347 394134 401658 407093 409613 415771 416857 419166 419166 424790 430149 434254 435862 439822 443498 447006 450425 456392 457635 457635 463617 463617 466065 468974 471520 474488 474488 477624 478984 481072 483122 484800 486548 487610 493188 493188 496315 498932 501757 503648 504932 508343 511895 515658 519182 521447 523612 524894 527028 528911 530887 533096 534907 536051 536631 539223 540934 542524 544560 545879 546659 556266 557139 558281 559287 560084 560788 561260 561667 563363 563919 563919 565774 565774 566334 566334 567174 568050 568408 568843 568843 569063 569648 569861 570082 570316 570316 570694 570726 570956 571182 571182 571533 571633 571766 571813 571867 572024 572257 572257 572381 572553 572681 572873 572999 573090 573178 573178 573607 573636 573740 573842 573931 573931 574114 574168 574212 574212 576136 576349 576431 576497 576547 576576 576678 576771 576848 576934 577043 577122
